"Anio";"Valor";"Carrera";"Genero";"Tasa"
"2019-2020";"90.01";"Total Ciencias";"Ambos Sexos";"Rendimiento"
"2018-2019";"85.09";"Total Ciencias";"Ambos Sexos";"Rendimiento"
"2017-2018";"85.02";"Total Ciencias";"Ambos Sexos";"Rendimiento"
"2016-2017";"82.71";"Total Ciencias";"Ambos Sexos";"Rendimiento"
"2015-2016";"79.39";"Total Ciencias";"Ambos Sexos";"Rendimiento"
"2022-2023";"82.54";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2021-2022";"79.65";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2020-2021";"76.35";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2019-2020";"86.75";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2018-2019";"77.39";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2017-2018";"76.4";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2016-2017";"71.96";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2015-2016";"69.56";"Ciencias de la vida";"Ambos Sexos";"Rendimiento"
"2022-2023";"83.17";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2021-2022";"82.76";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2020-2021";"82.48";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2019-2020";"89.04";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2018-2019";"83.32";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2017-2018";"89.39";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2016-2017";"84.71";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2015-2016";"79.18";"Ciencias Físicas, químicas, geológicas";"Ambos Sexos";"Rendimiento"
"2022-2023";"91.54";"Matemáticas y Estadística";"Ambos Sexos";"Rendimiento"
"2021-2022";"93.09";"Matemáticas y Estadística";"Ambos Sexos";"Rendimiento"
"2020-2021";"91.9";"Matemáticas y Estadística";"Ambos Sexos";"Rendimiento"
"2019-2020";"91.73";"Matemáticas y Estadística";"Ambos Sexos";"Rendimiento"
"2018-2019";"89.29";"Matemáticas y Estadística";"Ambos Sexos";"Rendimiento"
"2017-2018";"87.33";"Matemáticas y Estadística";"Ambos Sexos";"Rendimiento"
