Codigo;Tipologia;Curso;Anio;Matriculados;Asignatura;Tasa_Rendimiento;Tasa_Exito
139262022;OBLIGATORIA;2;2024-25;141;REDES Y SISTEMAS DISTRIBUIDOS;68.1;79.3
139262022;OBLIGATORIA;2;2020-21;153;REDES Y SISTEMAS DISTRIBUIDOS;68.6;86.8
139262022;OBLIGATORIA;2;2017-18;121;REDES Y SISTEMAS DISTRIBUIDOS;56.2;82.9
139262022;OBLIGATORIA;2;2023-24;138;REDES Y SISTEMAS DISTRIBUIDOS;76.8;85.5
139262022;OBLIGATORIA;2;2010-11;43;REDES Y SISTEMAS DISTRIBUIDOS;81.4;100.0
139262022;OBLIGATORIA;2;2011-12;142;REDES Y SISTEMAS DISTRIBUIDOS;83.1;90.8
139262022;OBLIGATORIA;2;2014-15;100;REDES Y SISTEMAS DISTRIBUIDOS;55.0;78.6
139262022;OBLIGATORIA;2;2015-16;130;REDES Y SISTEMAS DISTRIBUIDOS;61.5;80.0
139262022;OBLIGATORIA;2;2019-20;149;REDES Y SISTEMAS DISTRIBUIDOS;86.6;98.5
139262022;OBLIGATORIA;2;2021-22;117;REDES Y SISTEMAS DISTRIBUIDOS;57.3;82.7
139262023;OBLIGATORIA;2;2015-16;164;ADMINISTRACIÓN DE SISTEMAS;51.2;70.6
139262023;OBLIGATORIA;2;2014-15;168;ADMINISTRACIÓN DE SISTEMAS;42.3;58.2
139262023;OBLIGATORIA;2;2013-14;125;ADMINISTRACIÓN DE SISTEMAS;40.8;57.3
139262023;OBLIGATORIA;2;2012-13;168;ADMINISTRACIÓN DE SISTEMAS;40.5;52.3
139262023;OBLIGATORIA;2;2018-19;160;ADMINISTRACIÓN DE SISTEMAS;55.0;74.6
139262023;OBLIGATORIA;2;2017-18;137;ADMINISTRACIÓN DE SISTEMAS;46.0;64.9
139262023;OBLIGATORIA;2;2023-24;152;ADMINISTRACIÓN DE SISTEMAS;65.1;73.3
139262023;OBLIGATORIA;2;2021-22;147;ADMINISTRACIÓN DE SISTEMAS;53.1;75.0
139262023;OBLIGATORIA;2;2019-20;164;ADMINISTRACIÓN DE SISTEMAS;81.1;91.1
139262023;OBLIGATORIA;2;2024-25;163;ADMINISTRACIÓN DE SISTEMAS;58.3;63.8
139262023;OBLIGATORIA;2;2010-11;46;ADMINISTRACIÓN DE SISTEMAS;45.7;63.6
139262023;OBLIGATORIA;2;2011-12;164;ADMINISTRACIÓN DE SISTEMAS;56.1;71.3
139262023;OBLIGATORIA;2;2020-21;169;ADMINISTRACIÓN DE SISTEMAS;56.2;77.9
139262023;OBLIGATORIA;2;2022-23;162;ADMINISTRACIÓN DE SISTEMAS;71.6;77.3
139262023;OBLIGATORIA;2;2016-17;137;ADMINISTRACIÓN DE SISTEMAS;59.9;75.2
139262024;OBLIGATORIA;2;2024-25;119;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;95.0;100.0
139262024;OBLIGATORIA;2;2011-12;180;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;85.6;95.7
139262024;OBLIGATORIA;2;2019-20;121;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;88.4;98.2
139262024;OBLIGATORIA;2;2023-24;127;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;92.1;99.2
139262024;OBLIGATORIA;2;2013-14;91;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;78.0;92.2
139262024;OBLIGATORIA;2;2020-21;140;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;83.6;95.1
139262024;OBLIGATORIA;2;2010-11;35;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;88.6;100.0
139262024;OBLIGATORIA;2;2014-15;94;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;90.4;96.6
139262024;OBLIGATORIA;2;2018-19;116;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;90.5;100.0
139262024;OBLIGATORIA;2;2022-23;124;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;90.3;98.2
139262024;OBLIGATORIA;2;2021-22;116;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;86.2;99.0
139262024;OBLIGATORIA;2;2015-16;107;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;89.7;100.0
139262024;OBLIGATORIA;2;2012-13;118;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;78.0;88.5
139262024;OBLIGATORIA;2;2016-17;83;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;88.0;98.6
139262024;OBLIGATORIA;2;2017-18;97;FUNDAMENTOS DE INGENIERÍA DEL SOFTWARE;86.6;97.7
139262025;OBLIGATORIA;2;2017-18;112;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;82.1;94.8
139262025;OBLIGATORIA;2;2013-14;93;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;93.5;98.9
139262025;OBLIGATORIA;2;2020-21;140;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;92.1;94.9
139262025;OBLIGATORIA;2;2021-22;97;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;92.8;100.0
139262025;OBLIGATORIA;2;2012-13;112;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;93.8;100.0
139262025;OBLIGATORIA;2;2018-19;133;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;91.0;100.0
139262025;OBLIGATORIA;2;2011-12;204;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;91.2;100.0
139262025;OBLIGATORIA;2;2023-24;125;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;98.4;100.0
139262025;OBLIGATORIA;2;2024-25;124;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;93.5;96.7
139262025;OBLIGATORIA;2;2014-15;87;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;94.3;100.0
139262025;OBLIGATORIA;2;2019-20;110;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;95.5;100.0
139262025;OBLIGATORIA;2;2015-16;96;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;91.7;100.0
139262025;OBLIGATORIA;2;2010-11;56;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;94.6;100.0
139262025;OBLIGATORIA;2;2022-23;128;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;96.1;100.0
139262025;OBLIGATORIA;2;2016-17;97;CÓDIGO DEONTOLÓGICO Y ASPECTOS LEGALES;79.4;97.5
139263011;OBLIGATORIA;3;2014-15;102;BASES DE DATOS;66.7;80.0
139263011;OBLIGATORIA;3;2020-21;146;BASES DE DATOS;52.7;68.1
139263011;OBLIGATORIA;3;2023-24;146;BASES DE DATOS;62.3;75.8
139263011;OBLIGATORIA;3;2016-17;113;BASES DE DATOS;56.6;76.2
139263011;OBLIGATORIA;3;2013-14;128;BASES DE DATOS;45.3;62.4
139263011;OBLIGATORIA;3;2017-18;108;BASES DE DATOS;39.8;61.4
139263011;OBLIGATORIA;3;2015-16;73;BASES DE DATOS;58.9;76.8
139263011;OBLIGATORIA;3;2012-13;84;BASES DE DATOS;46.4;70.9
139263011;OBLIGATORIA;3;2018-19;113;BASES DE DATOS;64.6;83.9
139263011;OBLIGATORIA;3;2021-22;160;BASES DE DATOS;50.6;61.4
139263011;OBLIGATORIA;3;2011-12;43;BASES DE DATOS;60.5;83.9
139263011;OBLIGATORIA;3;2024-25;141;BASES DE DATOS;63.8;80.4
139263011;OBLIGATORIA;3;2019-20;118;BASES DE DATOS;81.4;91.4
139263011;OBLIGATORIA;3;2022-23;131;BASES DE DATOS;64.1;66.7
139263011;OBLIGATORIA;3;2025(*);157;BASES DE DATOS;63.1;82.5
139263012;OBLIGATORIA;3;2025(*);118;INTELIGENCIA ARTIFICIAL;83.9;90.8
139263012;OBLIGATORIA;3;2024-25;127;INTELIGENCIA ARTIFICIAL;83.5;97.2
139263012;OBLIGATORIA;3;2022-23;87;INTELIGENCIA ARTIFICIAL;95.4;97.6
139263012;OBLIGATORIA;3;2016-17;90;INTELIGENCIA ARTIFICIAL;91.1;100.0
139263012;OBLIGATORIA;3;2015-16;87;INTELIGENCIA ARTIFICIAL;94.3;100.0
139263012;OBLIGATORIA;3;2014-15;91;INTELIGENCIA ARTIFICIAL;90.1;100.0
139263012;OBLIGATORIA;3;2013-14;130;INTELIGENCIA ARTIFICIAL;80.8;90.5
139263012;OBLIGATORIA;3;2012-13;123;INTELIGENCIA ARTIFICIAL;57.7;73.2
139263012;OBLIGATORIA;3;2011-12;54;INTELIGENCIA ARTIFICIAL;70.4;95.0
139263012;OBLIGATORIA;3;2020-21;152;INTELIGENCIA ARTIFICIAL;85.5;94.9
139263012;OBLIGATORIA;3;2018-19;75;INTELIGENCIA ARTIFICIAL;84.0;96.9
139263012;OBLIGATORIA;3;2017-18;73;INTELIGENCIA ARTIFICIAL;94.5;100.0
139263012;OBLIGATORIA;3;2023-24;135;INTELIGENCIA ARTIFICIAL;77.8;86.8
139263012;OBLIGATORIA;3;2021-22;116;INTELIGENCIA ARTIFICIAL;74.1;93.5
139263012;OBLIGATORIA;3;2019-20;103;INTELIGENCIA ARTIFICIAL;74.8;95.1
139263013;OBLIGATORIA;3;2011-12;56;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;96.4;100.0
139263013;OBLIGATORIA;3;2020-21;114;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;93.9;96.4
139263013;OBLIGATORIA;3;2025(*);124;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;96.0;99.2
139263013;OBLIGATORIA;3;2021-22;107;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;92.5;99.0
139263013;OBLIGATORIA;3;2013-14;96;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;92.7;98.9
139263013;OBLIGATORIA;3;2024-25;102;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;98.0;100.0
139263013;OBLIGATORIA;3;2023-24;113;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;97.3;99.1
139263013;OBLIGATORIA;3;2014-15;58;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;100.0;100.0
139263013;OBLIGATORIA;3;2022-23;81;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;100.0;100.0
139263013;OBLIGATORIA;3;2015-16;74;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;89.2;98.5
139263013;OBLIGATORIA;3;2012-13;121;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;92.6;97.4
139263013;OBLIGATORIA;3;2018-19;83;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;91.6;100.0
139263013;OBLIGATORIA;3;2016-17;85;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;95.3;100.0
139263013;OBLIGATORIA;3;2019-20;94;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;90.4;100.0
139263013;OBLIGATORIA;3;2017-18;68;SISTEMAS DE INTERACCIÓN PERSONA-COMPUTADOR;95.6;97.0
139263014;OBLIGATORIA;3;2012-13;136;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;55.1;75.0
139263014;OBLIGATORIA;3;2013-14;148;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;66.9;86.8
139263014;OBLIGATORIA;3;2014-15;91;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;61.5;78.9
139263014;OBLIGATORIA;3;2015-16;108;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;65.7;85.5
139263014;OBLIGATORIA;3;2016-17;107;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;69.2;88.1
139263014;OBLIGATORIA;3;2022-23;111;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;77.5;91.5
139263014;OBLIGATORIA;3;2024-25;140;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;72.1;86.3
139263014;OBLIGATORIA;3;2025(*);148;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;37.8;56.6
139263014;OBLIGATORIA;3;2019-20;127;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;75.6;97.0
139263014;OBLIGATORIA;3;2021-22;169;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;64.5;84.5
139263014;OBLIGATORIA;3;2023-24;135;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;65.2;85.4
139263014;OBLIGATORIA;3;2017-18;83;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;73.5;93.8
139263014;OBLIGATORIA;3;2018-19;90;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;55.6;78.1
139263014;OBLIGATORIA;3;2020-21;146;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;56.2;75.9
139263014;OBLIGATORIA;3;2011-12;49;LENGUAJES Y PARADIGMAS DE PROGRAMACIÓN;81.6;95.2
139263015;OBLIGATORIA;3;2011-12;64;GESTIÓN DE PROYECTOS INFORMÁTICOS;92.2;95.2
139263015;OBLIGATORIA;3;2014-15;55;GESTIÓN DE PROYECTOS INFORMÁTICOS;96.4;98.1
139263015;OBLIGATORIA;3;2015-16;78;GESTIÓN DE PROYECTOS INFORMÁTICOS;98.7;100.0
139263015;OBLIGATORIA;3;2016-17;86;GESTIÓN DE PROYECTOS INFORMÁTICOS;97.7;98.8
139263015;OBLIGATORIA;3;2022-23;98;GESTIÓN DE PROYECTOS INFORMÁTICOS;99.0;100.0
139263015;OBLIGATORIA;3;2024-25;116;GESTIÓN DE PROYECTOS INFORMÁTICOS;97.4;98.3
139263015;OBLIGATORIA;3;2025(*);118;GESTIÓN DE PROYECTOS INFORMÁTICOS;94.1;96.5
139263015;OBLIGATORIA;3;2019-20;108;GESTIÓN DE PROYECTOS INFORMÁTICOS;97.2;98.1
139263015;OBLIGATORIA;3;2021-22;95;GESTIÓN DE PROYECTOS INFORMÁTICOS;92.6;97.8
139263015;OBLIGATORIA;3;2023-24;117;GESTIÓN DE PROYECTOS INFORMÁTICOS;95.7;99.1
139263015;OBLIGATORIA;3;2017-18;67;GESTIÓN DE PROYECTOS INFORMÁTICOS;94.0;95.5
139263015;OBLIGATORIA;3;2018-19;69;GESTIÓN DE PROYECTOS INFORMÁTICOS;92.8;95.5
139263015;OBLIGATORIA;3;2020-21;124;GESTIÓN DE PROYECTOS INFORMÁTICOS;95.2;98.3
139263015;OBLIGATORIA;3;2013-14;102;GESTIÓN DE PROYECTOS INFORMÁTICOS;90.2;94.8
139263015;OBLIGATORIA;3;2012-13;159;GESTIÓN DE PROYECTOS INFORMÁTICOS;91.8;93.6
139263121;OBLIGATORIA;3;2019-20;52;PROCESADORES DE LENGUAJES;63.5;100.0
139263121;OBLIGATORIA;3;2011-12;7;PROCESADORES DE LENGUAJES;85.7;85.7
139263121;OBLIGATORIA;3;2012-13;37;PROCESADORES DE LENGUAJES;75.7;93.3
139263121;OBLIGATORIA;3;2021-22;60;PROCESADORES DE LENGUAJES;51.7;83.8
139263121;OBLIGATORIA;3;2017-18;30;PROCESADORES DE LENGUAJES;26.7;88.9
139263121;OBLIGATORIA;3;2018-19;42;PROCESADORES DE LENGUAJES;42.9;81.8
139263121;OBLIGATORIA;3;2022-23;47;PROCESADORES DE LENGUAJES;63.8;88.2
139263121;OBLIGATORIA;3;2014-15;31;PROCESADORES DE LENGUAJES;51.6;80.0
139263121;OBLIGATORIA;3;2015-16;43;PROCESADORES DE LENGUAJES;48.8;80.8
139263121;OBLIGATORIA;3;2020-21;64;PROCESADORES DE LENGUAJES;43.8;80.0
139263121;OBLIGATORIA;3;2013-14;50;PROCESADORES DE LENGUAJES;58.0;93.5
139263121;OBLIGATORIA;3;2024-25;60;PROCESADORES DE LENGUAJES;65.0;70.9
139263121;OBLIGATORIA;3;2016-17;49;PROCESADORES DE LENGUAJES;79.6;95.1
139263121;OBLIGATORIA;3;2023-24;52;PROCESADORES DE LENGUAJES;55.8;78.4
139263122;OBLIGATORIA;3;2015-16;40;DISEÑO Y ANÁLISIS DE ALGORITMOS;55.0;88.0
139263122;OBLIGATORIA;3;2014-15;37;DISEÑO Y ANÁLISIS DE ALGORITMOS;54.1;90.9
139263122;OBLIGATORIA;3;2016-17;51;DISEÑO Y ANÁLISIS DE ALGORITMOS;74.5;88.4
139263122;OBLIGATORIA;3;2022-23;38;DISEÑO Y ANÁLISIS DE ALGORITMOS;78.9;90.9
139263122;OBLIGATORIA;3;2017-18;30;DISEÑO Y ANÁLISIS DE ALGORITMOS;86.7;100.0
139263122;OBLIGATORIA;3;2012-13;32;DISEÑO Y ANÁLISIS DE ALGORITMOS;40.6;81.3
139263122;OBLIGATORIA;3;2023-24;48;DISEÑO Y ANÁLISIS DE ALGORITMOS;70.8;94.4
139263122;OBLIGATORIA;3;2011-12;1;DISEÑO Y ANÁLISIS DE ALGORITMOS;0.0;
139263122;OBLIGATORIA;3;2021-22;42;DISEÑO Y ANÁLISIS DE ALGORITMOS;59.5;92.6
139263122;OBLIGATORIA;3;2013-14;56;DISEÑO Y ANÁLISIS DE ALGORITMOS;50.0;80.0
139263122;OBLIGATORIA;3;2019-20;39;DISEÑO Y ANÁLISIS DE ALGORITMOS;69.2;100.0
139263122;OBLIGATORIA;3;2018-19;23;DISEÑO Y ANÁLISIS DE ALGORITMOS;95.7;100.0
139263122;OBLIGATORIA;3;2024-25;52;DISEÑO Y ANÁLISIS DE ALGORITMOS;78.8;89.1
139263122;OBLIGATORIA;3;2020-21;44;DISEÑO Y ANÁLISIS DE ALGORITMOS;70.5;93.9
139263123;OBLIGATORIA;3;2015-16;30;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;86.7;89.7
139263123;OBLIGATORIA;3;2014-15;20;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;70.0;73.7
139263123;OBLIGATORIA;3;2013-14;35;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;71.4;100.0
139263123;OBLIGATORIA;3;2012-13;36;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;86.1;88.6
139263123;OBLIGATORIA;3;2011-12;8;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;100.0;100.0
139263123;OBLIGATORIA;3;2020-21;41;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;70.7;74.4
139263123;OBLIGATORIA;3;2018-19;24;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;79.2;79.2
139263123;OBLIGATORIA;3;2017-18;30;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;80.0;85.7
139263123;OBLIGATORIA;3;2023-24;48;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;66.7;94.1
139263123;OBLIGATORIA;3;2021-22;46;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;56.5;63.4
139263123;OBLIGATORIA;3;2019-20;40;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;77.5;83.8
139263123;OBLIGATORIA;3;2024-25;53;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;62.3;68.8
139263123;OBLIGATORIA;3;2022-23;38;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;71.1;90.0
139263123;OBLIGATORIA;3;2016-17;41;PROGRAMACIÓN DE APLICACIONES INTERACTIVAS;78.0;80.0
139263124;OBLIGATORIA;3;2023-24;46;INTELIGENCIA ARTIFICIAL AVANZADA;78.3;92.3
139263124;OBLIGATORIA;3;2012-13;33;INTELIGENCIA ARTIFICIAL AVANZADA;72.7;75.0
139263124;OBLIGATORIA;3;2015-16;33;INTELIGENCIA ARTIFICIAL AVANZADA;78.8;86.7
139263124;OBLIGATORIA;3;2022-23;31;INTELIGENCIA ARTIFICIAL AVANZADA;87.1;96.4
139263124;OBLIGATORIA;3;2024-25;45;INTELIGENCIA ARTIFICIAL AVANZADA;86.7;97.5
139263124;OBLIGATORIA;3;2011-12;6;INTELIGENCIA ARTIFICIAL AVANZADA;66.7;100.0
139263124;OBLIGATORIA;3;2017-18;22;INTELIGENCIA ARTIFICIAL AVANZADA;90.9;95.2
139263124;OBLIGATORIA;3;2016-17;41;INTELIGENCIA ARTIFICIAL AVANZADA;92.7;100.0
139263124;OBLIGATORIA;3;2013-14;50;INTELIGENCIA ARTIFICIAL AVANZADA;78.0;83.0
139263124;OBLIGATORIA;3;2020-21;46;INTELIGENCIA ARTIFICIAL AVANZADA;80.4;86.0
139263124;OBLIGATORIA;3;2021-22;30;INTELIGENCIA ARTIFICIAL AVANZADA;80.0;100.0
139263124;OBLIGATORIA;3;2019-20;36;INTELIGENCIA ARTIFICIAL AVANZADA;86.1;100.0
139263124;OBLIGATORIA;3;2014-15;21;INTELIGENCIA ARTIFICIAL AVANZADA;71.4;75.0
139263124;OBLIGATORIA;3;2018-19;25;INTELIGENCIA ARTIFICIAL AVANZADA;92.0;100.0
139263125;OBLIGATORIA;3;2012-13;40;TRATAMIENTO INTELIGENTE DE DATOS;92.5;100.0
139263125;OBLIGATORIA;3;2013-14;37;TRATAMIENTO INTELIGENTE DE DATOS;83.8;91.2
139263125;OBLIGATORIA;3;2014-15;21;TRATAMIENTO INTELIGENTE DE DATOS;90.5;100.0
139263125;OBLIGATORIA;3;2015-16;28;TRATAMIENTO INTELIGENTE DE DATOS;96.4;100.0
139263125;OBLIGATORIA;3;2016-17;44;TRATAMIENTO INTELIGENTE DE DATOS;90.9;97.6
139263125;OBLIGATORIA;3;2022-23;30;TRATAMIENTO INTELIGENTE DE DATOS;93.3;100.0
139263125;OBLIGATORIA;3;2024-25;38;TRATAMIENTO INTELIGENTE DE DATOS;97.4;100.0
139263125;OBLIGATORIA;3;2019-20;40;TRATAMIENTO INTELIGENTE DE DATOS;90.0;100.0
139263125;OBLIGATORIA;3;2021-22;31;TRATAMIENTO INTELIGENTE DE DATOS;83.9;100.0
139263125;OBLIGATORIA;3;2023-24;47;TRATAMIENTO INTELIGENTE DE DATOS;91.5;100.0
139263125;OBLIGATORIA;3;2017-18;21;TRATAMIENTO INTELIGENTE DE DATOS;95.2;100.0
139263125;OBLIGATORIA;3;2018-19;25;TRATAMIENTO INTELIGENTE DE DATOS;100.0;100.0
139263125;OBLIGATORIA;3;2020-21;35;TRATAMIENTO INTELIGENTE DE DATOS;91.4;100.0
139263125;OBLIGATORIA;3;2011-12;5;TRATAMIENTO INTELIGENTE DE DATOS;60.0;100.0
139263221;OBLIGATORIA;3;2020-21;17;DISEÑO DE PROCESADORES;47.1;100.0
139263221;OBLIGATORIA;3;2017-18;6;DISEÑO DE PROCESADORES;66.7;100.0
139263221;OBLIGATORIA;3;2024-25;23;DISEÑO DE PROCESADORES;69.6;100.0
139263221;OBLIGATORIA;3;2021-22;10;DISEÑO DE PROCESADORES;40.0;100.0
139263221;OBLIGATORIA;3;2016-17;22;DISEÑO DE PROCESADORES;90.9;100.0
139263221;OBLIGATORIA;3;2018-19;9;DISEÑO DE PROCESADORES;66.7;100.0
139263221;OBLIGATORIA;3;2022-23;14;DISEÑO DE PROCESADORES;57.1;100.0
139263221;OBLIGATORIA;3;2012-13;15;DISEÑO DE PROCESADORES;86.7;100.0
139263221;OBLIGATORIA;3;2015-16;10;DISEÑO DE PROCESADORES;80.0;100.0
139263221;OBLIGATORIA;3;2019-20;10;DISEÑO DE PROCESADORES;60.0;100.0
139263221;OBLIGATORIA;3;2013-14;16;DISEÑO DE PROCESADORES;87.5;100.0
139263221;OBLIGATORIA;3;2014-15;14;DISEÑO DE PROCESADORES;78.6;100.0
139263221;OBLIGATORIA;3;2023-24;13;DISEÑO DE PROCESADORES;15.4;100.0
139263222;OBLIGATORIA;3;2013-14;16;ARQUITECTURA DE COMPUTADORES;81.3;100.0
139263222;OBLIGATORIA;3;2012-13;14;ARQUITECTURA DE COMPUTADORES;78.6;100.0
139263222;OBLIGATORIA;3;2011-12;1;ARQUITECTURA DE COMPUTADORES;100.0;100.0
139263222;OBLIGATORIA;3;2018-19;8;ARQUITECTURA DE COMPUTADORES;62.5;100.0
139263222;OBLIGATORIA;3;2020-21;11;ARQUITECTURA DE COMPUTADORES;100.0;100.0
139263222;OBLIGATORIA;3;2017-18;11;ARQUITECTURA DE COMPUTADORES;90.9;100.0
139263222;OBLIGATORIA;3;2023-24;10;ARQUITECTURA DE COMPUTADORES;90.0;100.0
139263222;OBLIGATORIA;3;2021-22;3;ARQUITECTURA DE COMPUTADORES;100.0;100.0
139263222;OBLIGATORIA;3;2019-20;9;ARQUITECTURA DE COMPUTADORES;100.0;100.0
139263222;OBLIGATORIA;3;2024-25;12;ARQUITECTURA DE COMPUTADORES;91.7;100.0
139263222;OBLIGATORIA;3;2022-23;8;ARQUITECTURA DE COMPUTADORES;100.0;100.0
139263222;OBLIGATORIA;3;2016-17;17;ARQUITECTURA DE COMPUTADORES;100.0;100.0
139263222;OBLIGATORIA;3;2015-16;8;ARQUITECTURA DE COMPUTADORES;87.5;100.0
139263222;OBLIGATORIA;3;2014-15;15;ARQUITECTURA DE COMPUTADORES;80.0;100.0
139263223;OBLIGATORIA;3;2011-12;29;REDES DE COMPUTADORES;55.2;59.3
139263223;OBLIGATORIA;3;2012-13;67;REDES DE COMPUTADORES;71.6;78.7
139263223;OBLIGATORIA;3;2014-15;39;REDES DE COMPUTADORES;66.7;66.7
139263223;OBLIGATORIA;3;2013-14;68;REDES DE COMPUTADORES;85.3;89.2
139263223;OBLIGATORIA;3;2016-17;51;REDES DE COMPUTADORES;84.3;87.8
139263223;OBLIGATORIA;3;2015-16;37;REDES DE COMPUTADORES;70.3;78.8
139263224;OBLIGATORIA;3;2011-12;28;LABORATORIO DE REDES;96.4;100.0
139263224;OBLIGATORIA;3;2012-13;59;LABORATORIO DE REDES;98.3;100.0
139263224;OBLIGATORIA;3;2013-14;50;LABORATORIO DE REDES;90.0;95.7
139263224;OBLIGATORIA;3;2015-16;28;LABORATORIO DE REDES;96.4;100.0
139263224;OBLIGATORIA;3;2014-15;33;LABORATORIO DE REDES;100.0;100.0
139263224;OBLIGATORIA;3;2016-17;50;LABORATORIO DE REDES;96.0;98.0
139263225;OBLIGATORIA;3;2023-24;7;SISTEMAS OPERATIVOS AVANZADOS;28.6;100.0
139263225;OBLIGATORIA;3;2014-15;9;SISTEMAS OPERATIVOS AVANZADOS;77.8;100.0
139263225;OBLIGATORIA;3;2012-13;17;SISTEMAS OPERATIVOS AVANZADOS;70.6;100.0
139263225;OBLIGATORIA;3;2021-22;4;SISTEMAS OPERATIVOS AVANZADOS;50.0;100.0
139263225;OBLIGATORIA;3;2015-16;7;SISTEMAS OPERATIVOS AVANZADOS;85.7;100.0
139263225;OBLIGATORIA;3;2020-21;10;SISTEMAS OPERATIVOS AVANZADOS;90.0;100.0
139263225;OBLIGATORIA;3;2019-20;13;SISTEMAS OPERATIVOS AVANZADOS;92.3;100.0
139263225;OBLIGATORIA;3;2017-18;11;SISTEMAS OPERATIVOS AVANZADOS;45.5;100.0
139263225;OBLIGATORIA;3;2016-17;24;SISTEMAS OPERATIVOS AVANZADOS;83.3;100.0
139263225;OBLIGATORIA;3;2018-19;11;SISTEMAS OPERATIVOS AVANZADOS;54.5;100.0
139263225;OBLIGATORIA;3;2024-25;21;SISTEMAS OPERATIVOS AVANZADOS;90.5;100.0
139263225;OBLIGATORIA;3;2013-14;18;SISTEMAS OPERATIVOS AVANZADOS;94.4;100.0
139263225;OBLIGATORIA;3;2022-23;10;SISTEMAS OPERATIVOS AVANZADOS;70.0;100.0
139263321;OBLIGATORIA;3;2015-16;10;MODELADO DE SISTEMAS SOFTWARE;80.0;88.9
139263321;OBLIGATORIA;3;2021-22;19;MODELADO DE SISTEMAS SOFTWARE;52.6;83.3
