"Column0";"2022-2023";"2021-2022";"2020-2021";"2019-2020";"2018-2019";"2017-2018";"2016-2017";"2015-2016"
".. Dato no disponible(.) : Dato no aplicable en dicha desagregación. (..) : Dato no disponible por tener una población insuficiente para su cálculo";"???";"???";"???";"???";"???";"???";"???";"???"
